"STATUS","INCOME","PS_LAPSE1","SECTOR","PAYMENT_MODE","PAYER_GENDER","INSURED_GENDER","PRODUCT_GROUP","PAYER_AGE_GROUP","PREMIUM","TERM","PAYER_MARITAL_STATUS","INSURED_MARITAL_STATUS","COMPANY_NAME","OCCUPATION_DESC1","PAYPOINT_NAME"
"ACT",10500,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","ADD","MALE","MALE","RISK","46-55",100,20,"S","S","Otherwise","MINOR","PAYPOINT202"
"CAN",4916,93.3962264150943,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","RISK","36-45",227,26,"S","S","COMP102","POLICE OFFICER","PAYPOINT224"
"LAP",2790,80.952380952381,"UTILITIES/WATER/ENVIRONMENT","ADD","MALE","MALE","RISK","36-45",155,25,"S","S","COMP19","Otherwise","PAYPOINT381"
"ACT",1000,84,"TRANSPORT/DRIVING/OPERATIONS","DSO","FEMALE","FEMALE","INVEST","26-35",206.31,8,"W","W","COMP19","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"ACT",1500,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","ADD","MALE","MALE","RISK","26-35",130,15,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT202"
"ACT",4243,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","18-25",330,20,"S","S","COMP19","Otherwise","PAYPOINT202"
"LAP",2493,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","RSO","MALE","MALE","FUNERAL","36-45",122,99,"S","S","COMP121","Otherwise","PAYPOINT223"
"ACT",1845,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","DSO","FEMALE","MALE","RISK","26-35",319.08,10,"S","S","COMP156","MINOR","Otherwise"
"ACT",3392,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","RISK","26-35",125,11,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"ACT",12484,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",187.95,5,"S","S","COMP19","Otherwise","PAYPOINT224"
"ACT",1493,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","RISK","26-35",122,15,"S","S","COMP121","Otherwise","PAYPOINT223"
"ACT",10895,77.2727272727273,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",255.27,11,"M","M","COMP19","PROFESSIONAL CLERICAL","PAYPOINT224"
"SUR",2255,93.75,"UTILITIES/WATER/ENVIRONMENT","DSO","MALE","MALE","RISK","26-35",100,15,"M","M","COMP156","Otherwise","Otherwise"
"CAN",950,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","DSO","FEMALE","FEMALE","RISK","18-25",100,20,"S","S","COMP19","Otherwise","Otherwise"
"LAP",1580,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","ADD","FEMALE","FEMALE","INVEST","36-45",100,25,"S","S","COMP19","Otherwise","PAYPOINT202"
"LAP",1300,77.2727272727273,"LABOUR/GENERAL/MANUAL","ADD","MALE","MALE","RISK","26-35",100,25,"S","S","COMP19","LABOURER","PAYPOINT202"
"ACT",6071,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","26-35",168.68,99,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT224"
"ACT",4011,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","18-25",112,99,"S","S","COMP19","Otherwise","PAYPOINT224"
"ACT",2445,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",182.34,99,"S","S","COMP19","TECHNICIAN","PAYPOINT224"
"CAN",12529,78.6043713655504,"HEALTHCARE/MEDICAL/SCIENTIFIC","RSO","MALE","MALE","RISK","46-55",505,12,"S","S","COMP19","Otherwise","PAYPOINT224"
"ACT",3195,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","MALE","MALE","FUNERAL","26-35",261,99,"M","M","Otherwise","Otherwise","PAYPOINT24"
"ACT",1165,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","ADD","FEMALE","FEMALE","FUNERAL","26-35",99.93,99,"S","S","Otherwise","OPERATOR OTHER THAN COMPUTER","PAYPOINT21"
"ACT",2903,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","FUNERAL","26-35",265,99,"S","S","Otherwise","Otherwise","PAYPOINT202"
"ACT",800,71.6981132075472,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","36-45",85,25,"S","S","COMP71","Otherwise","PAYPOINT202"
"LAP",1500,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",142,99,"S","S","COMP19","Otherwise","PAYPOINT202"
"LAP",1200,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","18-25",91.35,99,"S","S","COMP19","Otherwise","Otherwise"
"ACT",18000,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","ADD","MALE","MALE","RISK","26-35",192,22,"S","S","COMP19","MINOR","PAYPOINT378"
"LAP",900,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","26-35",130,99,"S","S","COMP19","Otherwise","PAYPOINT202"
"SUR",5935,92.0792079207921,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",242,15,"M","M","COMP41","TEACHER","PAYPOINT224"
"LAP",4474,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","MALE","MALE","FUNERAL","26-35",155,99,"S","S","COMP71","Otherwise","Otherwise"
"LAP",10000,67.6470588235294,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","MALE","FEMALE","RISK","26-35",135,15,"M","UNKNOWN","COMP19","Otherwise","PAYPOINT381"
"LAP",1512,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","FEMALE","FEMALE","FUNERAL","26-35",121.28,99,"W","W","COMP95","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",3000,74.6268656716418,"SERVICES/RETAIL/SMALL BUSINESS","ADD","MALE","MALE","RISK","36-45",305,10,"S","S","COMP19","Otherwise","PAYPOINT381"
"ACT",6050,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",165,10,"S","S","COMP19","Otherwise","PAYPOINT224"
"ACT",4975,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",159.76,99,"M","M","COMP121","TEACHER","PAYPOINT224"
"LAP",5390,78.6043713655504,"UTILITIES/WATER/ENVIRONMENT","DSO","MALE","MALE","FUNERAL","36-45",194,99,"M","M","COMP19","Otherwise","PAYPOINT76"
"CAN",2235,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","DSO","MALE","MALE","FUNERAL","26-35",128,99,"S","S","COMP121","Otherwise","Otherwise"
"ACT",10332,84.2105263157895,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","26-35",170.89,10,"S","S","COMP19","SECRETARY","PAYPOINT21"
"LAP",850,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","DSO","MALE","MALE","INVEST","26-35",85,16,"M","M","Otherwise","SECURITY OFFICER  WATCHMAN","Otherwise"
"ACT",1824,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","26-35",106.46,99,"S","S","Otherwise","Otherwise","Otherwise"
"ACT",5388,73.0769230769231,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","26-35",131,25,"M","M","COMP19","PROFESSIONAL CLERICAL","PAYPOINT21"
"SUR",13227,88.6363636363636,"INDUSTRIAL/MECHANICAL/METALWORK","DSO","MALE","MALE","RISK","26-35",200,10,"D","D","COMP19","Otherwise","Otherwise"
"ACT",1958,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","MALE","MALE","FUNERAL","18-25",160,99,"S","S","COMP156","SKILLED SEMI SKILLED","Otherwise"
"LAP",1528,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","DSO","MALE","MALE","FUNERAL","26-35",156,99,"S","S","COMP87","SECURITY OFFICER  WATCHMAN","Otherwise"
"LAP",2138,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","ADD","FEMALE","FEMALE","FUNERAL","36-45",317.1,99,"S","S","Otherwise","Otherwise","PAYPOINT202"
"ACT",6969,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","MALE","MALE","RISK","26-35",155,13,"S","S","COMP102","PROFESSIONAL CLERICAL","Otherwise"
"ACT",24831,66.6666666666667,"INFORMATION/COMMUNICATION/TECHNOLOGY","ASO","FEMALE","FEMALE","UNKNOWN","36-45",500,19,"M","M","COMP19","Otherwise","Otherwise"
"CAN",936,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","ADD","MALE","MALE","FUNERAL","26-35",134,99,"S","S","COMP19","OPERATOR OTHER THAN COMPUTER","PAYPOINT202"
"ACT",9301,86.3636363636364,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","RISK","36-45",225.5,12,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",3912,91.304347826087,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",115,25,"S","S","COMP121","TEACHER","PAYPOINT224"
"ACT",2827,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",244.26,99,"M","M","COMP121","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"ACT",4500,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","INVEST","36-45",199.65,19,"S","S","COMP19","MANAGER","PAYPOINT21"
"ACT",11000,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","UNKNOWN","26-35",305,25,"S","S","Otherwise","Otherwise","PAYPOINT378"
"ACT",7602,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",118.08,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"ACT",8973,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","36-45",411.24,99,"M","M","COMP19","TEACHER","PAYPOINT224"
"ACT",2843,78.6043713655504,"PUBLIC/EDUCATION/GOVERNANCE","RSO","MALE","MALE","RISK","26-35",150,20,"S","S","COMP19","Otherwise","PAYPOINT223"
"LAP",911,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","DSO","MALE","MALE","FUNERAL","26-35",111,29,"S","S","COMP156","SECURITY OFFICER  WATCHMAN","Otherwise"
"LAP",13750,81.578947368421,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","INVEST","26-35",300,32,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT21"
"CAN",4782,93.8388625592417,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","RISK","18-25",238.37,39,"S","S","COMP102","TEACHER","PAYPOINT224"
"ACT",9336,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",279.51,24,"S","S","COMP102","TEACHER","PAYPOINT224"
"ACT",12000,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","36-45",200,5,"M","M","COMP19","MANAGER","PAYPOINT202"
"SUR",6071,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",92.61,5,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",10474,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","36-45",348,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"ACT",2484,78.6043713655504,"HOSPITALITY/FOOD/ACCOMMODATION","RSO","FEMALE","FEMALE","INVEST","36-45",100,16,"M","M","COMP95","Otherwise","PAYPOINT223"
"CAN",889,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","ADD","MALE","MALE","FUNERAL","18-25",135,99,"S","S","COMP19","SECURITY OFFICER  WATCHMAN","PAYPOINT378"
"ACT",1500,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","PLS","FEMALE","FEMALE","FUNERAL","26-35",130.45,99,"S","S","COMP95","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",1589,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",111.14,99,"S","S","COMP71","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"ACT",6766,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","INVEST","36-45",105,19,"S","S","Otherwise","TEACHER","PAYPOINT224"
"ACT",7960,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","INVEST","26-35",115.5,25,"M","M","COMP19","TEACHER","PAYPOINT224"
"LAP",1800,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","18-25",115,25,"S","S","COMP19","SECRETARY","PAYPOINT202"
"ACT",10285,81.5384615384615,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",100,10,"S","S","COMP19","Otherwise","PAYPOINT381"
"ACT",13849,93.8388625592417,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","RISK","36-45",336,27,"M","M","COMP102","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",7956,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","FEMALE","FUNERAL","18-25",149.35,99,"S","S","COMP52","NURSING MATRONS OR SISTERS AND QUALIFIED NURSE","PAYPOINT224"
"ACT",6548,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","18-25",85,25,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",1000,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","INVEST","18-25",105,37,"S","S","Otherwise","SECURITY OFFICER  WATCHMAN","PAYPOINT224"
"ACT",3164,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","36-45",179.71,99,"S","S","COMP121","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",2153,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","18-25",140.03,99,"S","S","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",6819,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","36-45",462,99,"M","M","COMP84","TEACHER","PAYPOINT224"
"ACT",1350,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","FEMALE","FEMALE","RISK","26-35",105,25,"S","S","Otherwise","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",1153,78.6043713655504,"SERVICES/SANITATION/PROCESSING","RSO","FEMALE","FEMALE","FUNERAL","26-35",143.85,99,"S","S","COMP19","CLEANER","PAYPOINT223"
"CAN",1886,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","INVEST","18-25",150,37,"S","S","COMP71","POLICE OFFICER","PAYPOINT224"
"ACT",1284,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","DSO","FEMALE","FEMALE","FUNERAL","26-35",107.1,99,"M","M","Otherwise","Otherwise","PAYPOINT76"
"ACT",1500,78.6043713655504,"SERVICES/SALES/CONSULTING","ADD","FEMALE","FEMALE","FUNERAL","18-25",124,99,"S","S","Otherwise","Otherwise","PAYPOINT202"
"ACT",6819,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","INVEST","26-35",100,25,"M","M","Otherwise","TEACHER","PAYPOINT224"
"ACT",3504,93.8388625592417,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","RISK","26-35",155,28,"S","S","COMP102","ARMED FORCE SOLDIER","PAYPOINT224"
"LAP",15000,73.0769230769231,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","36-45",300,5,"S","S","COMP19","SKILLED SEMI SKILLED","Otherwise"
"ACT",4025,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","FUNERAL","26-35",87,99,"S","S","Otherwise","PROFESSIONAL CLERICAL","PAYPOINT202"
"LAP",1391,71.875,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","18-25",146,25,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",7000,78.6043713655504,"INDUSTRIAL/MECHANICAL/METALWORK","ADD","MALE","MALE","FUNERAL","26-35",239,99,"S","S","COMP84","Otherwise","PAYPOINT378"
"ACT",4975,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","RSO","FEMALE","FEMALE","RISK","26-35",127.05,5,"M","M","COMP19","Otherwise","PAYPOINT224"
"ACT",3497,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","RISK","18-25",202.59,42,"S","S","COMP102","POLICE OFFICER","PAYPOINT224"
"ACT",5932,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",250,14,"S","S","Otherwise","TEACHER","PAYPOINT224"
"ACT",2288,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",97.03,99,"S","S","COMP74","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"LAP",2886,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","FUNERAL","26-35",94,99,"S","S","COMP95","MECHANIC","PAYPOINT202"
"ACT",1957,78.6043713655504,"LABOUR/GENERAL/MANUAL","RSO","MALE","MALE","FUNERAL","18-25",197.35,99,"S","S","Otherwise","Otherwise","PAYPOINT223"
"LAP",2197,78.6043713655504,"PRIMARY/AGRICULTURE/WILDLIFE","ADD","FEMALE","FEMALE","RISK","36-45",300,10,"M","M","COMP19","Otherwise","PAYPOINT202"
"ACT",5610,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","MALE","MALE","FUNERAL","26-35",342.56,99,"S","S","COMP19","SECRETARY","Otherwise"
"LAP",1000,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","FUNERAL","26-35",99,99,"S","S","Otherwise","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",2406,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","RISK","26-35",200,10,"M","M","COMP19","POLICE OFFICER","PAYPOINT224"
"SUR",1805,81.578947368421,"PRIMARY/AGRICULTURE/WILDLIFE","RSO","MALE","MALE","RISK","36-45",195,23,"M","M","COMP19","Otherwise","PAYPOINT223"
"ACT",2600,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","FEMALE","FEMALE","FUNERAL","18-25",151.66,99,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",1324,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",98,99,"S","S","COMP19","GENERAL DUTY ASSISTANT","Otherwise"
"LAP",4500,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","MALE","MALE","RISK","26-35",150,10,"S","S","COMP95","Otherwise","PAYPOINT202"
"SUR",1300,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","FEMALE","FEMALE","RISK","36-45",93.5,25,"M","M","COMP156","Otherwise","Otherwise"
"ACT",1949,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","DSO","FEMALE","MALE","RISK","26-35",100,15,"S","S","COMP19","MINOR","Otherwise"
"ACT",8650,73.9130434782609,"HEALTHCARE/NURSING/SOCIAL CARE","ADD","FEMALE","FEMALE","RISK","26-35",395.86,21,"S","S","COMP84","MINOR","PAYPOINT381"
"ACT",4992,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","INVEST","18-25",105,34,"S","S","COMP19","PROFESSIONAL CLERICAL","PAYPOINT202"
"CAN",1255,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","DSO","MALE","MALE","RISK","26-35",105,58,"S","S","COMP19","Otherwise","Otherwise"
"ACT",2829,78.6043713655504,"LABOUR/GENERAL/MANUAL","RSO","MALE","MALE","FUNERAL","36-45",134.72,99,"S","S","Otherwise","Otherwise","PAYPOINT223"
"ACT",2253,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","RISK","18-25",215,25,"S","S","COMP156","Otherwise","PAYPOINT224"
"ACT",2000,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","FEMALE","FEMALE","RISK","26-35",140,33,"M","M","Otherwise","Otherwise","Otherwise"
"LAP",2500,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","MALE","MALE","INVEST","36-45",105,19,"M","M","COMP19","Otherwise","PAYPOINT21"
"ACT",4937,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","INVEST","18-25",100,31,"S","S","COMP41","TEACHER","PAYPOINT224"
"ACT",3454,93.8388625592417,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","RISK","18-25",170.89,44,"S","S","COMP102","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",2720,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",303.44,99,"S","S","COMP71","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"LAP",1500,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","FUNERAL","26-35",131.2,99,"S","S","COMP19","TECHNICIAN","PAYPOINT21"
"LAP",3951,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","MALE","MALE","FUNERAL","26-35",146,99,"S","S","Otherwise","Otherwise","PAYPOINT381"
"ACT",6284,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","26-35",298,99,"S","S","Otherwise","Otherwise","PAYPOINT202"
"LAP",7669,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","MALE","FEMALE","RISK","26-35",127.05,25,"S","UNKNOWN","COMP19","Otherwise","PAYPOINT202"
"ACT",14424,93.8388625592417,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","RISK","36-45",449.82,27,"M","M","COMP102","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",7785,78.6043713655504,"PRIMARY/AGRICULTURE/WILDLIFE","RSO","MALE","MALE","FUNERAL","46-55",178,99,"S","S","COMP34","Otherwise","PAYPOINT224"
"ACT",4976,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","18-25",270,99,"S","S","COMP41","TEACHER","PAYPOINT224"
"ACT",6500,78.6043713655504,"HEALTHCARE/MEDICAL/SCIENTIFIC","RSO","MALE","MALE","RISK","26-35",262,28,"S","S","COMP35","Otherwise","PAYPOINT224"
"LAP",1294,78.6043713655504,"SERVICES/SALES/CONSULTING","ADD","FEMALE","FEMALE","RISK","18-25",153.5,20,"S","S","COMP19","Otherwise","PAYPOINT202"
"ACT",6422,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","MALE","FEMALE","RISK","26-35",155,10,"S","UNKNOWN","COMP19","GENERAL DUTY ASSISTANT","Otherwise"
"SUR",2678,97.5903614457831,"PRIMARY/AGRICULTURE/WILDLIFE","RSO","MALE","MALE","RISK","26-35",154,15,"M","M","COMP102","Otherwise","PAYPOINT223"
"ACT",8253,78.7878787878788,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","26-35",170.89,12,"S","S","COMP19","SECRETARY","PAYPOINT21"
"ACT",6421,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",305,12,"S","S","COMP19","PROFESSIONAL CLERICAL","PAYPOINT224"
"ACT",10563,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","FEMALE","FUNERAL","36-45",145.86,99,"M","M","COMP19","NURSING MATRONS OR SISTERS AND QUALIFIED NURSE","PAYPOINT224"
"ACT",6000,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",305,14,"S","S","COMP52","ADMINISTRATION OFFICER  MANAGER  ASSISTANT","PAYPOINT224"
"ACT",5602.5,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","INVEST","36-45",150,25,"M","M","Otherwise","Otherwise","PAYPOINT202"
"CAN",1668,89.1891891891892,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","MALE","MALE","RISK","36-45",180,21,"S","S","COMP19","SKILLED SEMI SKILLED","Otherwise"
"LAP",1933,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","RISK","18-25",205,10,"S","S","COMP19","Otherwise","PAYPOINT202"
"ACT",2100,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","INVEST","46-55",210,16,"M","M","COMP19","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"ACT",2534,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","RISK","18-25",105,10,"S","S","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",1136,78.6043713655504,"LABOUR/GENERAL/MANUAL","RSO","FEMALE","FEMALE","FUNERAL","36-45",169.79,99,"S","S","COMP19","Otherwise","PAYPOINT223"
"ACT",4430,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","36-45",142.39,99,"M","M","Otherwise","TEACHER","PAYPOINT224"
"ACT",2326,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","26-35",108.19,99,"S","S","COMP95","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"ACT",1385,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","FUNERAL","36-45",126.36,99,"M","M","COMP19","SKILLED SEMI SKILLED","Otherwise"
"LAP",1811,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","ADD","MALE","MALE","RISK","18-25",200,5,"S","S","COMP19","Otherwise","PAYPOINT202"
